	nrooms	meters	floor	floors_total	flat_or_appart	zh_comp	deadline	to_metro	district	area	metro	mainprice	price_per_meter	otdelka	developer
3623	1	75,3	5	11	F	ЖК «OPUS»	сдача ГК: 3 кв. 2025 года	15 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	57168738	759213		Пионер
3624						ЖК «SYMPHONY 34»		8 минут пешком	САО	р-н Савеловский	м. Дмитровская	18472662	491033	С отделкой	MR Group
3625	1	52,1	3	3	F			4 минуты пешком	ЦАО	р-н Басманный	м. Китай-город	52000000	998081		ID 413522
3626						ЖК «Republic»	сдача ГК: 4 кв. 2025 года	14 минут пешком	ЦАО	р-н Пресненский	м. Белорусская	29170858	736266		Forma
3627	1	44,9	6	19	F	ЖК «Остров»	сдача ГК: 1 кв. 2025 года	1 минута пешком	СЗАО	р-н Хорошево-Мневники	м. Терехово 	25606470	570300		Донстрой
3628	1	94	4	8	F	ЖК «Парк Палас»		10 минут пешком	ЦАО	р-н Хамовники	м. Кропоткинская	100000000	1063830		Ramenky Realty
3629	1	59,2	6	12	F	ЖК «Вишневый сад»		7 минут на транспорте	ЗАО	р-н Раменки	м. Минская	79600000	1344595		ID 413522
3630						ЖК «Mod»	сдача ГК: 4 кв. 2024 года	6 минут пешком	СВАО	р-н Марьина роща	м. Марьина роща	18001920	439500		MR Group
3631	1	45,85	5	17	F	ЖК «Преображенская площадь»	сдача ГК: 3 кв. 2024 года	5 минут пешком	ВАО	р-н Преображенское	м. Преображенская площадь	19429743	423768		Regions Development
3632						ЖК «Wellton Towers»		10 минут пешком	СЗАО	р-н Хорошево-Мневники	м. Народное Ополчение	21700000	563636		Место
3633	1	50,2	16	24	F	ЖК «HIGH LIFE Летниковская, 11»		9 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	33159459	660547		Пионер
3634	1	44,94	3	24	F	ЖК «Dream Towers»	сдача ГК: 2 кв. 2023 года	5 минут пешком	ЮАО	р-н Нагатинский затон	м. Технопарк	21396534	476113		Regions Development
3635	1	48,3	12	18	F	ЖК «Бадаевский»	сдача ГК: 4 кв. 2025 года	16 минут пешком	ЗАО	р-н Дорогомилово	м. Киевская	50232000	1040000		Capital Group
3636	1	53,57	3	6	A	ЖК «Клубный дом Космо 4/22»		15 минут пешком	ЦАО	р-н Замоскворечье	м. Новокузнецкая	49402254	922200		Галс-Девелопмент
3637						ЖК «River Park Towers Кутузовский»		5 минут пешком	ЗАО	р-н Дорогомилово	м. Фили	22450632	524547		Аеон-Девелопмент
3638								4 минуты пешком	ВАО	р-н Богородское	м. Бульвар Рокоссовского	3840000	168421		ID 80301916
3639								4 минуты пешком	ВАО	р-н Богородское	м. Бульвар Рокоссовского	5940000	401351		ID 80301916
3640								10 минут на транспорте	ЮАО	р-н Бирюлево Восточное	м. Царицыно	6800000	209877		PROНЕДВИЖИМОСТЬ
3641								3 минуты пешком	ЮАО	р-н Царицыно	м. Царицыно	11750000	315860		ID 60102614
3642	1	22	1	5	F			9 минут пешком	ЮВАО	р-н Нижегородский	м. Калитники	5490000	249545		ID 74969801
3643	1	32	1	9	F			4 минуты пешком	САО	р-н Бескудниковский	м. Верхние Лихоборы	7700000	240625		Бест-Пресня
3644						ЖК «Галерея ЗИЛ»		8 минут пешком	ЮАО	р-н Даниловский	м. ЗИЛ	5950000	148750		Татьяна Серебрякова
3645								2 минуты пешком	СВАО	р-н Северное Медведково	м. Медведково	8950000	255714		Бест-Пресня
3646	1	42,4	14	17	F			18 минут на транспорте	ЮЗАО	р-н Южное Бутово	м. Аннино	7150000	168632		ЕГСН Продажа
3647	1	36	9	12	F			19 минут пешком	ВАО	р-н Перово	м. Перово	8600000	238889		Бест-Пресня
3648								7 минут пешком	ВАО	р-н Богородское	м. Бульвар Рокоссовского	3900000	169565		ИМПЕРИАЛ
3649								10 минут пешком	САО	р-н Коптево	м. Коптево	10800000	284211		Excellent real estate
3650	1	32,5	3	9	F			8 минут пешком	САО	р-н Тимирязевский	м. Окружная	8250000	253846		Бест-Пресня
3651	1	38	3	5	F				ТАО (Троицкий)			4400000	115789		PORTAL ESTATE
3652	1	35,9	2	12	F			5 минут на транспорте	САО	р-н Западное Дегунино	м. Селигерская	8490000	236490		Центр недвижимости от Сбербанка
3653						ЖК «Родники»		10 минут пешком	НАО (Новомосковский)		м. Силикатная	8500000	193182		ID 96449212
3654	1	31,7	5	23	F	ЖК «Квартал Некрасовка»		15 минут пешком	ЮВАО	р-н Некрасовка	м. Некрасовка	8250000	260252		ID 100094464
3655								5 минут пешком	ЦАО	р-н Хамовники	м. Фрунзенская	16000000	444444		Tower Estate
3656	1	40	4	14	F			11 минут пешком	ЮЗАО	р-н Южное Бутово	м. Бутово	7600000	190000		ЕГСН Продажа
3657								7 минут пешком	ЮВАО	р-н Нижегородский	м. Нижегородская	3490000	245775		REALTY PRО
3658								15 минут пешком	ЗАО	р-н Тропарево-Никулино	м. Юго-Западная	5388000	345385		ХОРЕКА ИНВЕСТ
3659								11 минут пешком	ЮВАО	р-н Люблино	м. Братиславская	7871500	265929		ID 96167522
3660	1	37,6	1	17	F			7 минут пешком	ЗАО	р-н Солнцево	м. Солнцево	8500000	226064		Бест-Пресня
3661	1	35	10	12	F			4 минуты пешком	СЗАО	р-н Щукино	м. Октябрьское поле	11500000	328571		MERSI
3662								10 минут пешком	САО	р-н Савеловский	м. Савёловская	12800000	320000		Екатерина Боброва
3663								10 минут пешком	СЗАО	р-н Покровское-Стрешнево	м. Трикотажная	3506000	189514		ИМПЕРИАЛ
3664	1	37,5	8	17	F			6 минут пешком	ЮЗАО	р-н Обручевский	м. Воронцовская	11275000	300667		Денис Гаевский
3665						ЖК «River Park Towers Кутузовский»		5 минут пешком	ЗАО	р-н Дорогомилово	м. Фили	22450632	524547		Аеон-Девелопмент
3666						ЖК «ÁLIA»	сдача ГК: 2 кв. 2023 года	7 минут пешком	СЗАО	р-н Покровское-Стрешнево	м. Спартак	16122800	335472		ASTERUS
3667	1	51,2	41	66	A	ЖК «NEVA TOWERS»	дом сдан	3 минуты пешком	ЦАО	р-н Пресненский	м. Выставочная	43724800	854000		Тауэрс
3668	1	49,8	2	18	F	ЖК «Luzhniki Collection»	сдача ГК: 4 кв. 2026 года	15 минут пешком	ЦАО	р-н Хамовники	м. Воробьёвы горы	33471000	672108		Absolute Premium
3669						ЖК «Famous»	сдача ГК: 4 кв. 2023 года	5 минут пешком	ЗАО	р-н Филевский парк	м. Фили	20837134	543908		MR Group
3670						ЖК «Hide»	сдача ГК: 4 кв. 2023 года	3 минуты на транспорте	ЗАО	р-н Раменки	м. Лужники	27882490	627984		MR Group
3671	1	45,7	2	17	A	ЖК «Комплекс апартаментов Slava»	дом сдан	4 минуты пешком	САО	р-н Беговой	м. Белорусская	28845672	631196		MR Group
3672	1	76,6	4	6	F	ЖК «Обыденский №1»	сдача ГК: 1 кв. 2026 года	7 минут на транспорте	ЦАО	р-н Хамовники		186600000	2436031		Sminex-Интеко
3673	1	55,8	5	11	F	ЖК «OPUS»	сдача ГК: 3 кв. 2025 года	15 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	42587787	763222		Пионер
3674						ЖК «Lucky»	сдача ГК: 1 кв. 2023 года	7 минут пешком	ЦАО	р-н Пресненский	м. Улица 1905 года	55777772	1111111		VESPER
3675	1	57	5	8	F	ЖК «Тессинский, 1»		15 минут пешком	ЦАО	р-н Таганский	м. Китай-город	76494000	1342000		Стрелецкая Слобода
3676						ЖК «AHEAD»	сдача ГК: 4 кв. 2024 года	11 минут пешком	ЗАО	р-н Филевский парк	м. Филёвский парк	36185160	521400		VOSHOD
3677	1	53,17	2	9	A	ЖК «CULT (Апартаменты премиум-класса)»	сдача ГК: 4 кв. 2023 года	1 минута пешком	ЦАО	р-н Якиманка	м. Октябрьская	55090638	1036123		GRAVION
3678						ЖК «PRIDE»		13 минут пешком	СВАО	р-н Марьина роща	м. Савёловская	16106665	500207		Пионер
3679	1	75,3	5	11	F	ЖК «OPUS»	сдача ГК: 3 кв. 2025 года	15 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	57168738	759213		Пионер
3680						ЖК «SYMPHONY 34»		8 минут пешком	САО	р-н Савеловский	м. Дмитровская	18472662	491033	С отделкой	MR Group
3681	1	52,1	3	3	F			4 минуты пешком	ЦАО	р-н Басманный	м. Китай-город	52000000	998081		ID 413522
3682						ЖК «Republic»	сдача ГК: 4 кв. 2025 года	14 минут пешком	ЦАО	р-н Пресненский	м. Белорусская	29170858	736266		Forma
3683	1	44,9	6	19	F	ЖК «Остров»	сдача ГК: 1 кв. 2025 года	1 минута пешком	СЗАО	р-н Хорошево-Мневники	м. Терехово 	25606470	570300		Донстрой
3684	1	94	4	8	F	ЖК «Парк Палас»		10 минут пешком	ЦАО	р-н Хамовники	м. Кропоткинская	100000000	1063830		Ramenky Realty
3685	1	59,2	6	12	F	ЖК «Вишневый сад»		7 минут на транспорте	ЗАО	р-н Раменки	м. Минская	79600000	1344595		ID 413522
3686						ЖК «Mod»	сдача ГК: 4 кв. 2024 года	6 минут пешком	СВАО	р-н Марьина роща	м. Марьина роща	18001920	439500		MR Group
3687	1	45,85	5	17	F	ЖК «Преображенская площадь»	сдача ГК: 3 кв. 2024 года	5 минут пешком	ВАО	р-н Преображенское	м. Преображенская площадь	19429743	423768		Regions Development
3688						ЖК «Wellton Towers»		10 минут пешком	СЗАО	р-н Хорошево-Мневники	м. Народное Ополчение	21700000	563636		Место
3689	1	50,2	16	24	F	ЖК «HIGH LIFE Летниковская, 11»		9 минут пешком	ЮАО	р-н Даниловский	м. Павелецкая	33159459	660547		Пионер
3690	1	44,94	3	24	F	ЖК «Dream Towers»	сдача ГК: 2 кв. 2023 года	5 минут пешком	ЮАО	р-н Нагатинский затон	м. Технопарк	21396534	476113		Regions Development
3691	1	48,3	12	18	F	ЖК «Бадаевский»	сдача ГК: 4 кв. 2025 года	16 минут пешком	ЗАО	р-н Дорогомилово	м. Киевская	50232000	1040000		Capital Group
3692	1	53,57	3	6	A	ЖК «Клубный дом Космо 4/22»		15 минут пешком	ЦАО	р-н Замоскворечье	м. Новокузнецкая	49402254	922200		Галс-Девелопмент
3693						ЖК «River Park Towers Кутузовский»		5 минут пешком	ЗАО	р-н Дорогомилово	м. Фили	22450632	524547		Аеон-Девелопмент
